age,income,loan_amount,credit_score,employment_years,num_existing_loans,loan_purpose,property_area,approved
57,32748,438689,513,27,4,personal,rural,0
56,41097,412110,449,20,7,home,rural,0
55,23092,497134,315,23,7,education,urban,0
39,73311,205658,390,16,7,home,rural,0
40,42692,21709,419,21,3,car,urban,0
38,144954,217330,552,18,6,car,rural,1
61,43862,385572,359,9,7,personal,urban,0
34,110396,282354,565,10,6,car,semi_urban,1
35,99507,447726,708,1,2,home,urban,0
51,100152,369225,330,32,4,car,rural,0
21,90469,174746,320,30,4,car,urban,1
23,24926,105025,588,34,1,business,semi_urban,0
36,111299,415949,842,22,3,business,rural,0
43,23969,156152,797,25,3,home,semi_urban,0
31,55733,189484,773,24,0,home,urban,1
32,89855,391620,704,16,0,home,semi_urban,0
30,61743,195043,847,14,4,personal,urban,0
52,59876,437925,431,3,1,home,semi_urban,1
36,127445,326990,623,21,3,home,rural,1
28,40323,70480,431,16,1,car,semi_urban,0
58,36428,247840,820,21,2,home,urban,0
32,54578,320104,329,16,6,home,urban,0
44,106486,239622,600,13,3,car,rural,0
48,128577,439368,303,13,0,home,urban,1
28,84140,425466,624,16,4,car,semi_urban,0
48,146378,352909,808,7,1,business,semi_urban,1
56,127325,122265,536,33,6,home,rural,0
46,103829,315281,834,25,6,car,rural,1
28,26364,218083,315,29,7,business,urban,0
48,148867,123922,833,21,6,personal,semi_urban,1
48,55349,126280,745,15,0,car,semi_urban,1
57,20691,444628,802,29,4,education,urban,0
61,146899,311020,529,15,0,home,urban,1
56,115598,361691,406,23,3,personal,semi_urban,0
47,86467,209736,688,34,1,business,urban,1
37,65896,317371,562,5,2,car,rural,0
29,77062,168522,364,3,7,car,urban,1
53,117266,89433,564,17,5,home,urban,1
40,99762,78704,637,5,7,education,urban,1
33,33861,11861,600,25,6,education,urban,0
48,116837,243366,677,26,0,education,semi_urban,1
49,133779,329058,474,10,5,home,urban,0
33,108302,68888,451,15,1,car,semi_urban,0
55,121710,346430,775,18,3,education,rural,1
26,83928,66293,565,14,7,home,rural,1
38,126643,218596,628,25,0,home,urban,0
25,135720,73515,462,30,3,home,rural,1
45,103231,421740,737,18,2,personal,urban,1
22,61347,274209,642,23,6,education,semi_urban,1
30,23121,173756,666,8,2,personal,semi_urban,0
50,103793,93720,764,22,6,home,urban,1
25,48164,169437,498,3,4,business,rural,0
53,45491,326020,799,9,4,personal,urban,0
21,79222,421920,315,8,4,car,semi_urban,0
38,43165,193929,595,18,3,home,urban,0
52,134250,141694,810,14,4,home,rural,1
31,23748,350941,538,33,1,business,rural,1
41,118581,246540,600,18,5,car,urban,0
46,46553,492171,305,20,5,car,semi_urban,0
45,136547,498219,519,33,3,home,semi_urban,1
42,80380,96141,752,16,3,personal,semi_urban,1
47,64331,492923,732,17,4,home,semi_urban,1
33,116033,485916,685,16,6,car,semi_urban,1
53,116844,251476,594,1,5,car,urban,1
54,140617,477548,417,0,7,car,semi_urban,0
61,59560,369534,704,9,5,car,semi_urban,0
55,73865,364000,311,4,4,car,semi_urban,0
21,66686,333345,508,11,3,personal,rural,0
41,95910,430910,464,30,2,personal,urban,1
26,24675,356910,593,8,6,personal,urban,0
48,86706,27995,818,25,7,home,urban,0
37,126985,359464,377,14,2,personal,urban,0
25,129021,85141,733,15,4,home,urban,1
51,144062,481215,376,12,2,home,rural,0
25,147359,144491,347,24,1,business,urban,0
58,97986,446168,381,29,1,personal,semi_urban,0
23,96216,169909,508,6,1,education,urban,1
43,30068,75799,744,3,3,personal,semi_urban,1
57,74460,184949,821,29,3,business,rural,0
57,120766,312831,328,9,3,education,urban,0
30,66418,235739,603,29,3,education,rural,0
30,46206,42276,764,6,3,personal,rural,1
39,148180,39523,801,34,4,home,semi_urban,0
37,20287,202127,745,23,7,home,urban,0
41,42337,321759,789,19,2,personal,semi_urban,0
34,40666,494858,727,31,4,car,rural,1
29,136595,15514,658,25,7,home,urban,0
21,21161,52456,390,25,2,car,semi_urban,0
33,134817,12233,352,34,4,car,urban,1
24,141025,268246,503,34,1,business,urban,0
21,120667,71133,455,11,0,education,rural,0
60,110071,313859,301,32,3,car,semi_urban,1
52,118064,483409,656,13,0,business,urban,0
54,58751,377689,357,32,0,business,semi_urban,0
48,102063,109085,553,23,1,car,urban,1
51,126511,114101,479,14,0,business,urban,1
28,109389,404472,792,30,0,car,semi_urban,1
59,34758,113684,334,16,1,home,semi_urban,0
46,85780,331944,374,11,7,home,urban,0
54,135614,99937,588,21,2,education,urban,1
23,23178,46548,670,22,4,car,semi_urban,0
32,51831,470306,628,25,5,education,rural,0
21,22176,214272,603,13,0,education,rural,0
64,123306,440583,520,11,7,home,urban,0
25,53654,395989,463,3,3,home,semi_urban,0
50,143220,118815,779,12,1,car,rural,1
50,46627,225994,754,17,6,home,semi_urban,0
37,72550,468598,674,27,6,education,rural,0
43,132025,132602,519,18,0,education,rural,1
35,64910,131270,553,2,5,education,urban,0
57,110417,393464,487,18,2,car,urban,1
41,78251,424421,490,19,7,education,urban,0
34,55422,292714,688,24,2,personal,urban,0
22,31984,428471,514,10,5,business,rural,0
31,109312,26182,674,16,3,personal,rural,1
59,81386,306517,385,34,0,education,urban,0
58,103291,310163,773,13,3,home,semi_urban,0
54,27135,198691,830,18,2,education,semi_urban,0
58,20320,283187,346,2,6,business,urban,0
54,122958,443748,364,33,2,home,semi_urban,0
38,114171,237362,774,21,4,home,rural,0
50,41684,202008,445,26,2,home,urban,0
35,75913,286383,681,20,1,personal,urban,1
47,108774,146488,365,30,4,car,urban,1
54,41889,139484,816,26,3,home,urban,0
58,115849,349120,392,1,2,personal,urban,1
53,118071,29406,725,8,5,education,semi_urban,1
44,68899,269019,767,18,1,car,semi_urban,1
35,144011,435282,393,9,4,car,rural,1
50,30770,403968,432,6,1,home,urban,0
62,59321,484969,733,3,4,car,urban,0
37,105962,214097,640,14,4,car,rural,1
25,129863,399569,613,11,4,car,rural,1
49,61777,163058,511,5,7,personal,urban,0
24,66250,485123,819,8,7,education,urban,1
30,93034,281835,458,34,5,home,rural,0
37,124940,205919,567,7,3,car,urban,0
30,60130,315219,773,6,4,personal,urban,1
37,101931,15794,709,3,4,home,semi_urban,1
40,69346,204542,773,12,7,home,urban,0
44,22537,152478,655,18,1,education,urban,0
25,104762,343074,492,6,4,education,semi_urban,1
54,35216,251969,570,9,3,home,rural,0
26,104149,425088,413,24,6,personal,rural,0
22,23009,46708,822,34,5,education,rural,0
33,109904,382636,354,24,5,business,urban,0
63,49327,373773,364,28,1,home,urban,1
63,34209,419016,571,11,6,personal,rural,0
31,68443,179469,801,11,4,home,semi_urban,1
43,35029,128313,661,5,1,education,urban,0
36,87613,436125,445,9,7,education,urban,0
51,99443,288496,508,1,5,car,urban,0
31,76997,369119,585,24,3,personal,semi_urban,0
36,122171,360992,309,6,1,home,urban,0
28,134456,241668,485,22,3,car,rural,1
24,82559,413654,763,10,7,home,urban,0
60,84892,487137,433,22,7,personal,rural,0
24,90409,312143,470,6,6,home,rural,0
45,28635,23482,512,26,6,personal,semi_urban,1
23,53065,168543,829,12,2,personal,semi_urban,0
52,131399,314423,801,16,4,personal,semi_urban,1
23,140544,376557,326,31,3,home,urban,1
47,127340,59213,367,25,4,education,urban,0
49,53783,381053,707,21,6,home,semi_urban,0
52,54152,280170,408,12,3,personal,semi_urban,1
39,78741,243697,373,11,0,personal,semi_urban,1
41,127049,352328,561,6,6,car,semi_urban,1
25,71502,10435,667,0,0,personal,semi_urban,1
38,49092,144565,536,32,0,home,semi_urban,1
48,37653,208299,665,13,6,car,semi_urban,0
62,117999,326465,585,16,3,home,semi_urban,1
42,119564,400979,677,3,5,business,rural,1
41,60469,287533,675,0,5,personal,semi_urban,0
26,143064,36498,375,23,4,personal,semi_urban,1
21,106483,330899,308,33,0,business,semi_urban,0
25,141585,368689,495,33,4,car,semi_urban,1
61,79754,40825,589,23,3,business,semi_urban,0
32,49978,284078,360,14,4,car,urban,0
46,107592,10574,688,16,4,personal,rural,0
54,114543,135698,307,12,0,personal,urban,1
34,63169,174251,668,6,6,home,urban,1
46,68287,399803,344,8,5,car,urban,0
47,74745,47782,643,34,1,home,urban,1
29,130168,452628,674,22,2,business,rural,1
46,133985,65561,326,22,3,home,semi_urban,1
42,140843,475440,492,25,3,car,rural,0
50,25543,402625,656,0,3,personal,urban,0
63,76392,394303,361,13,2,home,urban,0
37,41067,469535,361,31,1,car,urban,0
46,71033,497232,721,9,5,education,semi_urban,0
56,65256,31751,679,0,4,home,rural,1
21,110633,305318,576,4,5,personal,semi_urban,0
28,128383,389822,730,2,7,home,urban,0
55,129048,61572,414,26,3,home,rural,1
35,89345,328560,420,21,4,education,urban,0
42,42191,410257,824,17,0,car,semi_urban,1
34,106803,421443,715,15,5,business,semi_urban,1
46,92742,302345,462,1,0,personal,urban,1
48,138843,41069,636,12,0,car,urban,1
43,106593,218262,678,15,6,car,urban,1
34,48992,293514,623,7,5,car,rural,0
44,132050,231090,472,7,3,home,semi_urban,0
22,101531,392486,363,9,2,car,rural,0
46,68803,263245,400,32,3,personal,semi_urban,0
34,129975,409802,621,30,0,car,semi_urban,0
27,83477,186303,365,11,0,home,semi_urban,0
23,33210,392902,757,8,3,car,rural,1
43,103329,403538,752,8,2,home,urban,1
63,46270,332438,558,17,2,personal,urban,0
38,82008,84468,725,29,6,car,semi_urban,1
58,25197,165371,477,31,4,car,rural,0
55,133857,95715,579,22,1,car,rural,1
35,27452,75793,643,10,0,business,semi_urban,0
45,61486,444717,316,19,7,home,urban,0
57,34859,193206,595,18,2,personal,urban,0
48,47236,116672,501,25,5,car,rural,1
30,51899,407993,493,9,6,personal,semi_urban,0
59,52083,147321,448,23,0,personal,urban,1
37,87708,125902,674,12,1,home,rural,1
59,131462,26390,334,33,5,personal,urban,0
42,36663,25369,668,28,0,education,semi_urban,0
46,113076,148953,328,6,6,home,semi_urban,0
64,138665,276731,520,29,6,home,urban,0
45,39053,229872,352,16,2,education,urban,0
37,31085,472543,652,12,4,education,urban,0
33,50564,374153,691,23,3,personal,semi_urban,1
40,109745,486127,375,30,7,personal,semi_urban,0
45,79095,486363,793,26,6,education,urban,1
24,89517,243634,821,20,5,personal,rural,1
30,41153,406049,416,0,3,education,urban,0
23,25247,52013,579,14,2,home,urban,1
61,30553,122341,474,2,7,business,urban,0
38,40811,394929,594,5,2,home,urban,0
56,115381,199692,750,13,7,car,rural,1
42,26135,151826,817,32,7,personal,urban,1
54,25573,112584,320,7,5,car,semi_urban,0
28,138819,83113,372,25,1,home,rural,0
60,144588,494847,335,14,7,home,semi_urban,0
64,99267,353928,806,13,6,education,urban,1
39,27189,40282,532,19,5,business,rural,0
62,100077,172809,796,18,0,education,semi_urban,1
61,63646,495643,505,32,1,car,urban,1
57,96623,291268,725,23,7,car,semi_urban,1
26,131971,337246,343,9,3,home,rural,1
46,73687,400412,390,33,0,home,semi_urban,0
54,88312,328671,769,15,1,home,semi_urban,1
26,127615,397515,766,14,3,car,rural,1
57,47564,398086,753,17,0,home,semi_urban,0
53,48835,101651,632,6,4,home,urban,0
42,81587,251549,806,21,6,personal,urban,1
41,27697,90395,769,31,5,personal,semi_urban,1
26,100165,16345,320,18,5,business,urban,0
26,93922,391688,527,0,5,education,rural,0
24,37046,301221,675,34,7,home,semi_urban,0
50,77823,397573,429,4,4,personal,semi_urban,0
31,93580,202472,713,11,6,home,semi_urban,1
50,73370,17055,370,11,1,education,semi_urban,1
51,29615,370837,703,20,6,personal,urban,1
44,133338,90283,696,18,2,personal,urban,1
29,25060,49484,636,8,0,business,semi_urban,0
23,96436,82514,804,31,1,personal,rural,0
51,80519,95135,575,34,2,education,semi_urban,1
60,140562,302915,312,30,5,home,urban,0
57,91117,193726,302,31,5,business,urban,0
56,81158,444756,523,31,5,home,rural,0
44,54782,219223,474,29,2,business,rural,0
51,105709,377428,684,31,0,car,urban,1
26,98533,122399,540,1,0,home,semi_urban,0
22,128939,372029,846,10,2,personal,semi_urban,0
40,78255,427593,313,19,3,home,semi_urban,0
48,131952,493783,494,8,5,personal,rural,0
31,92684,185645,696,18,1,home,urban,1
24,76918,178805,730,6,0,personal,semi_urban,1
35,146093,134344,605,4,6,education,urban,0
26,104284,147832,633,23,2,education,urban,1
50,99558,118226,709,6,7,car,semi_urban,0
58,105549,104250,302,10,3,home,urban,0
22,124223,292906,751,8,4,personal,semi_urban,0
35,101422,187058,794,29,7,home,urban,1
31,140363,170404,716,2,7,car,semi_urban,1
28,146352,176172,690,21,2,education,urban,0
46,45256,141016,672,19,6,car,semi_urban,0
64,50005,53825,351,31,3,home,semi_urban,0
25,26638,18877,675,6,4,home,rural,0
26,57419,428206,694,6,3,home,rural,1
46,53377,134065,441,19,0,personal,urban,1
24,126244,113443,385,24,7,home,urban,1
39,63116,366756,763,34,2,business,semi_urban,1
40,56634,122674,345,23,6,home,semi_urban,0
53,102291,120074,537,12,4,home,urban,0
40,43382,453499,309,3,3,education,urban,0
32,135303,401474,829,11,7,home,semi_urban,1
21,76063,256881,477,16,4,education,rural,0
46,42394,36629,305,0,7,personal,rural,0
34,87789,435795,606,16,1,home,urban,1
58,123246,159030,847,1,6,personal,urban,1
57,130634,437681,626,5,2,car,urban,1
31,20864,484069,655,10,0,home,semi_urban,1
56,119572,282919,694,17,7,home,rural,1
33,60222,474791,599,24,4,business,rural,0
63,33666,492849,825,27,5,home,semi_urban,1
23,143664,170279,584,15,3,personal,urban,1
53,40955,420769,629,11,5,car,urban,0
26,130674,451848,349,28,4,home,rural,0
30,123533,267199,677,22,6,car,urban,1
25,101845,254084,837,20,5,personal,urban,1
43,136925,93697,443,15,3,personal,semi_urban,0
30,89590,168945,359,25,4,car,semi_urban,0
64,147775,106505,374,21,0,personal,rural,1
22,86471,347864,302,9,0,home,urban,1
33,130476,202277,747,6,2,business,semi_urban,0
60,108314,345343,574,8,0,personal,semi_urban,0
22,142579,161390,829,24,4,personal,rural,1
40,63298,38734,514,14,6,personal,rural,1
21,83108,218299,784,12,4,car,rural,1
57,133864,154594,628,25,0,education,urban,1
29,68924,147728,554,20,1,education,rural,0
37,36709,151965,686,22,4,car,semi_urban,1
29,29726,283637,425,27,2,education,urban,0
31,80824,401848,849,11,1,home,urban,1
35,60542,100872,623,23,0,car,semi_urban,1
44,40245,486864,503,12,6,home,urban,1
58,54753,328923,471,1,3,home,rural,0
55,99788,174524,516,11,4,car,semi_urban,0
50,41316,149338,544,13,3,personal,urban,0
51,122907,388331,635,29,5,car,semi_urban,0
25,104698,121603,597,18,2,personal,urban,1
64,35960,328751,481,30,1,home,semi_urban,0
34,50791,21940,633,24,7,car,semi_urban,1
31,127766,160075,810,3,3,home,rural,1
29,45216,132880,682,12,7,home,semi_urban,1
54,52467,103408,498,2,2,education,rural,1
32,84427,301959,631,15,3,education,rural,0
55,132470,166941,464,25,3,home,semi_urban,1
55,82047,54297,541,18,2,car,semi_urban,0
21,93290,65107,526,14,7,personal,semi_urban,0
60,67014,349937,750,31,4,home,urban,1
42,24078,414898,495,20,3,home,rural,1
49,98389,24622,503,0,2,education,rural,0
28,70519,297552,757,5,3,home,urban,0
31,24042,144909,556,26,6,business,rural,0
61,69052,462426,828,22,7,education,urban,0
57,34389,151479,571,30,4,car,rural,0
34,115961,165381,308,11,6,car,urban,0
50,88111,470134,500,20,6,education,rural,0
55,125058,98190,358,1,2,home,semi_urban,0
41,113715,417111,692,4,6,business,semi_urban,0
57,70733,257356,418,8,3,education,urban,0
25,54754,497303,698,19,7,home,urban,1
39,38624,222984,630,17,0,education,urban,0
34,105886,5370,566,21,4,home,rural,1
46,46681,381356,819,7,3,home,urban,0
24,109524,267630,779,33,1,education,semi_urban,0
45,101006,290906,433,8,2,education,rural,1
62,44704,31613,654,6,3,education,rural,1
45,124272,248876,797,29,4,home,urban,1
38,114913,8196,406,17,6,education,rural,1
60,114108,231009,589,26,4,home,urban,0
28,143731,367709,446,15,1,education,semi_urban,1
59,27493,343493,626,20,6,education,semi_urban,0
60,89639,331983,714,4,1,education,urban,1
34,120380,440132,509,28,5,personal,urban,1
52,74383,13572,595,21,5,personal,semi_urban,1
58,22994,426441,697,13,3,business,semi_urban,1
53,89280,50853,402,18,0,business,rural,1
43,67234,447606,807,34,6,personal,urban,0
35,67291,168347,508,23,7,business,rural,1
53,148674,339523,727,5,4,personal,semi_urban,1
45,112868,399321,692,2,7,personal,rural,0
37,25594,121074,408,33,0,home,semi_urban,0
53,125835,458112,647,1,6,home,rural,0
22,27371,48209,349,14,6,personal,urban,0
34,67315,495391,404,14,6,car,semi_urban,0
60,103564,440703,719,31,6,personal,urban,0
60,147251,416267,672,20,0,car,urban,1
59,121448,99244,326,16,3,car,semi_urban,0
26,99526,237067,572,33,2,personal,semi_urban,1
26,132387,258516,639,31,2,business,urban,0
23,36626,213472,600,22,2,home,semi_urban,0
27,106005,105300,779,34,1,personal,semi_urban,0
28,126258,203033,843,32,6,personal,urban,1
62,125573,458372,564,24,6,car,semi_urban,1
35,27130,381826,841,20,4,car,semi_urban,0
49,26828,62175,465,33,1,home,urban,0
53,77514,405065,615,18,4,home,rural,0
50,127148,106551,300,26,7,car,semi_urban,0
59,132524,286120,560,8,5,home,rural,0
47,124635,397761,362,4,4,home,urban,0
56,72664,366938,782,4,4,personal,rural,1
49,131701,251984,620,24,7,education,urban,1
58,37883,61866,500,25,3,education,semi_urban,0
53,63059,122752,521,18,2,home,urban,1
57,104078,314222,451,29,6,personal,rural,0
47,62932,258564,761,15,1,personal,semi_urban,1
53,149900,298257,516,6,5,car,urban,1
24,81269,251592,495,17,7,business,urban,0
42,139850,20401,501,20,1,personal,urban,1
22,95986,411100,533,30,6,personal,urban,1
30,105959,220432,440,0,3,personal,semi_urban,0
25,22035,435779,797,2,4,home,semi_urban,0
30,129767,170486,356,30,7,home,rural,1
53,60745,152214,803,24,5,home,rural,1
58,37241,251200,441,7,2,home,semi_urban,0
33,72975,338636,838,0,6,home,urban,0
51,43154,215536,405,6,0,personal,urban,0
56,45625,211329,464,6,0,home,semi_urban,1
44,64950,81693,514,7,3,business,semi_urban,0
35,118602,40135,370,18,2,education,semi_urban,1
49,76396,470448,389,16,0,home,rural,0
28,119227,295006,527,10,0,car,rural,1
25,138920,141262,378,10,7,home,urban,1
49,33331,75199,648,1,7,business,urban,0
24,83927,372510,545,3,6,personal,rural,0
32,106226,9331,571,27,5,home,rural,1
22,104719,188258,702,32,5,business,urban,1
47,83014,311792,415,10,6,personal,semi_urban,0
51,59346,295693,734,2,1,home,semi_urban,0
56,90411,217854,829,4,6,education,semi_urban,1
56,74478,30761,741,20,2,education,urban,0
46,32254,270406,471,21,0,home,rural,0
63,75734,449475,315,10,5,personal,semi_urban,0
47,48621,339716,355,21,6,home,urban,0
25,136490,260792,402,12,5,car,semi_urban,0
40,96441,189544,583,2,5,home,semi_urban,1
31,66121,355002,816,12,7,business,rural,0
30,147386,89667,577,27,1,personal,urban,1
60,101418,9677,568,10,2,home,rural,1
58,80197,209580,699,10,4,car,urban,1
26,104577,135334,802,20,5,home,semi_urban,1
28,114634,479081,385,20,2,personal,semi_urban,0
43,138034,368581,619,6,3,home,semi_urban,1
46,62431,448833,331,16,1,personal,semi_urban,0
