ticket_id,summary,description,priority,assigned_queue
INC10531,Request: Cannot access internal network remotely - affecting multiple users,DNS queries for internal domains are returning NXDOMAIN. External DNS works fine. Issue started after the DNS migration.,Low,Network Team
INC11887,Slow SQL query on reports module - high priority,The monthly sales report query is taking over 45 minutes to complete. It was running in 2 minutes last month. No schema changes were made.,Low,Database Team
INC10682,URGENT: Firewall blocking application access - please help,High latency observed when connecting to AWS us-east-1 region. Traceroute shows packet loss at the ISP hop.,High,Network Team
INC13795,URGENT: Linux server kernel panic after update - affecting multiple users,Linux server crashed with kernel panic after applying the latest kernel update. Need to boot from previous kernel version.,Medium,Infrastructure Team
INC13945,Request: Linux server kernel panic after update,Linux server crashed with kernel panic after applying the latest kernel update. Need to boot from previous kernel version.,Medium,Infrastructure Team
INC14667,Issue: Need firewall rule for new vendor access - please help,New vendor TechPartner Inc needs site-to-site VPN access to our staging environment. Access request form and security review completed.,Medium,Security Team
INC12019,Memory leak in payment microservice - high priority,Payment microservice heap usage growing steadily and reaching OOM after 6 hours. Thread dump shows connection objects not being released.,High,Application Team
INC11097,URGENT: Database replication lag is increasing,Stored procedure sp_calculate_commission is returning negative values for some sales reps. Logic seems incorrect after the last update.,Low,Database Team
INC10830,WiFi not working in conference room - high priority,Firewall rule is blocking outbound traffic on port 8443 which is needed for the new monitoring tool deployment.,Low,Network Team
INC12806,Help needed - PDF report generation throwing exception,PDF report generation throwing OutOfMemoryError for reports with more than 1000 rows. Need to implement streaming PDF generation.,Medium,Application Team
INC13830,Issue: Kubernetes pod in CrashLoopBackOff - high priority,Kubernetes pod for the inventory-service is in CrashLoopBackOff. Container logs show missing config map reference.,High,Infrastructure Team
INC14382,Help needed - Need firewall rule for new vendor access,New vendor TechPartner Inc needs site-to-site VPN access to our staging environment. Access request form and security review completed.,High,Security Team
INC13892,Issue: Scheduled server patching this weekend,"Monthly security patching scheduled for Saturday 2 AM. Total 45 servers across dev, staging, and production environments.",Medium,Infrastructure Team
INC10765,Request: Proxy server authentication failing,Network monitoring tool showing high bandwidth usage from unknown source IP on the production subnet.,Medium,Network Team
INC12768,New feature deployment failed in staging,Jenkins pipeline for staging deployment failing at the integration test stage. Tests are timing out connecting to mock services.,High,Application Team
INC14329,Issue: Compliance audit finding needs remediation - please help,SOC2 audit finding: privileged access reviews not completed for Q3. Need to run access certification for all admin accounts.,High,Security Team
INC13296,Help needed - Server clock drift causing auth failures,NTP synchronization failing on 5 servers. Clock drift of 30 seconds causing Kerberos authentication failures.,Low,Infrastructure Team
INC12195,Help needed - Application logs filling up disk space - high priority,Application logs are not being rotated. Log directory has grown to 200 GB. Need to configure logback rolling policy.,Low,Application Team
INC12358,URGENT: UI broken after latest CSS update,Several pages have broken layouts after the Bootstrap 5 migration. Navigation bar overlaps content on tablet viewport.,High,Application Team
INC13426,Jenkins build server out of memory - affecting multiple users,"Jenkins master server running out of heap memory during parallel builds. Currently allocated 4 GB, recommend increasing to 8 GB.",High,Infrastructure Team
INC13980,Kubernetes pod in CrashLoopBackOff,Kubernetes pod for the inventory-service is in CrashLoopBackOff. Container logs show missing config map reference.,Critical,Infrastructure Team
INC10912,URGENT: Cannot reach servers on subnet 10.0.2.x - affecting multiple users,Network team needs to configure VLAN tagging for the new development environment setup.,Low,Network Team
INC13146,Server clock drift causing auth failures,NTP synchronization failing on 5 servers. Clock drift of 30 seconds causing Kerberos authentication failures.,Low,Infrastructure Team
INC11000,VPN timeout during file transfer,Load balancer health checks are passing but traffic is only going to one backend server instead of round-robin.,High,Network Team
INC13654,URGENT: Cloud storage bucket access denied,S3 bucket access denied when application tries to upload reports. IAM role policy looks correct. Suspect bucket policy override.,Medium,Infrastructure Team
INC12484,Request: Memory leak in payment microservice - affecting multiple users,Payment microservice heap usage growing steadily and reaching OOM after 6 hours. Thread dump shows connection objects not being released.,Medium,Application Team
INC14077,Issue: Need access to production database,Developer needs read access to production CUSTOMER_DB for debugging a data issue. Manager approval attached. Need temporary 24-hour access.,High,Security Team
